id	Üst Kategori	Alt Kategori 1	Alt Kategori 2	Ürün Grubu (Leaf)	Komisyon % (KDV Dahil)	Pazarlama Hizmet Bedeli %	Pazaryeri Hizmet Bedeli %	Hakediş Süresi (Gün)
n11-3297	Bebek Odası & Park Yatak	Beşik, Park Yatak, Salıncak	Salıncak & Hamak	Salıncak & Hamak	18%	%1	%0.67	20
n11-3298	Bebek Odası & Park Yatak	Beşik, Park Yatak, Salıncak	Oyun Parkı & Park Yatak	Oyun Parkı & Park Yatak	18%	%1	%0.67	20
n11-3299	Bebek Oyuncakları	0-6 Ay Oyuncak	0-6 Ay Oyuncak	0-6 Ay Oyuncak	18%	%1	%0.67	24
n11-3300	Bebek Oyuncakları	1-3 Yaş Oyuncak	1-3 Yaş Oyuncak	1-3 Yaş Oyuncak	18%	%1	%0.67	24
n11-3301	Bebek Oyuncakları	6-12 Ay Oyuncak	6-12 Ay Oyuncak	6-12 Ay Oyuncak	18%	%1	%0.67	24
n11-3302	Bebek Oyuncakları	Banyo Oyuncakları	Banyo Oyuncakları	Banyo Oyuncakları	18%	%1	%0.67	24
n11-3303	Bebek Oyuncakları	Çıngırak	Çıngırak	Çıngırak	18%	%1	%0.67	24
n11-3304	Beslenme & Mama Sandalyesi	Bebek Beslenme Gereçleri	Bebek Beslenme Gereçleri	Bebek Beslenme Gereçleri	18%	%1	%0.67	20
n11-3305	Beslenme & Mama Sandalyesi	Bebek Maması	Mamalar	Mamalar	16%	%1	%0.67	20
n11-3306	Beslenme & Mama Sandalyesi	Bebek Maması	Ek besinler	Ek besinler	16%	%1	%0.67	20
n11-3307	Beslenme & Mama Sandalyesi	Emzik ve Aksesuarları	Emzik ve Aksesuarları	Emzik ve Aksesuarları	18%	%1	%0.67	20
n11-3308	Beslenme & Mama Sandalyesi	Mama Sandalyesi	Mama Sandalyesi	Mama Sandalyesi	18%	%1	%0.67	20
n11-3309	Biberon ve Aksesuarları	Aksesuar	Aksesuar	Aksesuar	18%	%1	%0.67	20
n11-3310	Biberon ve Aksesuarları	Biberon	Biberon	Biberon	18%	%1	%0.67	20
n11-3311	Biberon ve Aksesuarları	Biberon Isıtıcıları	Biberon Isıtıcıları	Biberon Isıtıcıları	18%	%1	%0.67	20
n11-3312	Biberon ve Aksesuarları	Diş Kaşıyıcı & Çıngırak	Diş Kaşıyıcı & Çıngırak	Diş Kaşıyıcı & Çıngırak	18%	%1	%0.67	20
n11-3313	Biberon ve Aksesuarları	Mama Önlükleri & Ağız Bezleri	Mama Önlükleri & Ağız Bezleri	Mama Önlükleri & Ağız Bezleri	18%	%1	%0.67	20
n11-3314	Biberon ve Aksesuarları	Termos ve Alıştırma Bardakları	Termos ve Alıştırma Bardakları	Termos ve Alıştırma Bardakları	18%	%1	%0.67	20
n11-3315	Emzirme Ürünleri	Anne İçecekleri	Anne İçecekleri	Anne İçecekleri	16%	%1	%0.67	20
n11-3316	Emzirme Ürünleri	Emzirme Sütyeni	Emzirme Sütyeni	Emzirme Sütyeni	16%	%1	%0.67	20
n11-3317	Emzirme Ürünleri	Emzirme Yastığı ve Örtüleri	Emzirme Yastığı ve Örtüleri	Emzirme Yastığı ve Örtüleri	16%	%1	%0.67	20
n11-3318	Emzirme Ürünleri	Göğüs Kremi	Göğüs Kremi	Göğüs Kremi	16%	%1	%0.67	20
n11-3319	Emzirme Ürünleri	Göğüs Pedleri & Koruyucular	Göğüs Pedleri & Koruyucular	Göğüs Pedleri & Koruyucular	16%	%1	%0.67	20
n11-3320	Emzirme Ürünleri	Göğüs Pompaları	Göğüs Pompaları	Göğüs Pompaları	16%	%1	%0.67	20
n11-3321	Emzirme Ürünleri	Süt Saklama Poşet & Kapları	Süt Saklama Poşet & Kapları	Süt Saklama Poşet & Kapları	16%	%1	%0.67	20
n11-3322	Hamile Giyim	Dış Giyim	Elbise, Tulum, Etek	Elbise, Tulum, Etek	20.34%	%1	%0.67	24
n11-3323	Hamile Giyim	Dış Giyim	Gömlek, Bluz, Tunik	Gömlek, Bluz, Tunik	20.34%	%1	%0.67	24
n11-3324	Hamile Giyim	Dış Giyim	Kazak & Hırka	Kazak & Hırka	20.34%	%1	%0.67	24
n11-3325	Hamile Giyim	Dış Giyim	Pantolon, Şort, Tayt	Pantolon, Şort, Tayt	20.34%	%1	%0.67	24
n11-3326	Hamile Giyim	Dış Giyim	Tişört, Sweatshirt, Eşofman	Tişört, Sweatshirt, Eşofman	20.34%	%1	%0.67	24
n11-3327	Hamile Giyim	İç Giyim	Atlet & Body	Atlet & Body	20.34%	%1	%0.67	24
n11-3328	Hamile Giyim	İç Giyim	Emzirme Sütyenleri	Emzirme Sütyenleri	20.34%	%1	%0.67	24
n11-3329	Hamile Giyim	İç Giyim	Gecelik & Pijama	Gecelik & Pijama	20.34%	%1	%0.67	24
n11-3330	Hamile Giyim	İç Giyim	Korse & Bel Bandı	Korse & Bel Bandı	20.34%	%1	%0.67	24
n11-3331	Hamile Giyim	İç Giyim	Külot	Külot	20.34%	%1	%0.67	24
n11-3332	Hamile Giyim	İç Giyim	Lohusa	Lohusa	20.34%	%1	%0.67	24
n11-3333	Hamile Giyim	İç Giyim	Hamile Çorabı	Hamile Çorabı	20.34%	%1	%0.67	24
n11-3334	Oto Koltuğu & Ana Kucağı	Ana Kucağı	Ana Kucağı	Ana Kucağı	18%	%1	%0.67	20
n11-3335	Oto Koltuğu & Ana Kucağı	Kanguru	Kanguru	Kanguru	18%	%1	%0.67	20
n11-3336	Oto Koltuğu & Ana Kucağı	Oto Koltuğu	Oto Koltuğu	Oto Koltuğu	18%	%1	%0.67	20
n11-3337	Oto Koltuğu & Ana Kucağı	Yükseltici & Aksesuar	Yükseltici & Aksesuar	Yükseltici & Aksesuar	18%	%1	%0.67	20
n11-3338	Yürüteç & Yürüme Yardımcıları	Yürüme Yardımcıları	Yürüme Yardımcıları	Yürüme Yardımcıları	18%	%1	%0.67	20
n11-3339	Yürüteç & Yürüme Yardımcıları	Yürüteç	Yürüteç	Yürüteç	18%	%1	%0.67	20
n11-3340	Avcılık & Balıkçılık	Balık Bulucu	Balık Bulucu	Balık Bulucu	16%	%1	%0.67	24
n11-3341	Avcılık & Balıkçılık	Balıkçı Kıyafetleri	Balıkçı Kıyafetleri	Balıkçı Kıyafetleri	16%	%1	%0.67	24
n11-3342	Avcılık & Balıkçılık	Çanta & Kutu	Çanta & Kutu	Çanta & Kutu	16%	%1	%0.67	24
n11-3343	Avcılık & Balıkçılık	İğne, Fırdöndü, Kurşun	İğne, Fırdöndü, Kurşun	İğne, Fırdöndü, Kurşun	16%	%1	%0.67	24
n11-3344	Avcılık & Balıkçılık	Kara Avı	Kara Avı	Kara Avı	16%	%1	%0.67	24
n11-3345	Avcılık & Balıkçılık	Kepçe & Livar	Kepçe & Livar	Kepçe & Livar	16%	%1	%0.67	24
n11-3346	Avcılık & Balıkçılık	Misinalar	Misinalar	Misinalar	16%	%1	%0.67	24
n11-3347	Avcılık & Balıkçılık	Olta & Kamışlar	Olta & Kamışlar	Olta & Kamışlar	16%	%1	%0.67	24
n11-3348	Avcılık & Balıkçılık	Olta Makinesi	Olta Makinesi	Olta Makinesi	16%	%1	%0.67	24
n11-3349	Avcılık & Balıkçılık	Şamandıra	Şamandıra	Şamandıra	16%	%1	%0.67	24
n11-3350	Avcılık & Balıkçılık	Yapay Yemler	Yapay Yemler	Yapay Yemler	16%	%1	%0.67	24
n11-3351	Avcılık & Balıkçılık	Zıpkın	Zıpkın	Zıpkın	16%	%1	%0.67	24
n11-3352	Bireysel & Takım Sporları	Bireysel Sporlar	Diğer	Diğer	15%	%1	%0.67	24
n11-3353	Bireysel & Takım Sporları	Bireysel Sporlar	Langırt	Langırt	15%	%1	%0.67	24
n11-3354	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Raketi	15%	%1	%0.67	24
n11-3355	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Topu	15%	%1	%0.67	24
n11-3356	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Ekipman & Malzemeleri	15%	%1	%0.67	24
n11-3357	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Çantası	15%	%1	%0.67	24
n11-3358	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Raketi Gribi	15%	%1	%0.67	24
n11-3359	Bireysel & Takım Sporları	Bireysel Sporlar	Tenis	Tenis Raketi Kordajı	15%	%1	%0.67	24
n11-3360	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Paleti	15%	%1	%0.67	24
n11-3361	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Gözlüğü	15%	%1	%0.67	24
n11-3362	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Mayosu	15%	%1	%0.67	24
n11-3363	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Bonesi	15%	%1	%0.67	24
n11-3364	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Antrenman Malzemeleri	15%	%1	%0.67	24
n11-3365	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzücü Şnorkeli	15%	%1	%0.67	24
n11-3366	Bireysel & Takım Sporları	Bireysel Sporlar	Yüzme	Yüzme Tahtası	15%	%1	%0.67	24
n11-3367	Bireysel & Takım Sporları	Bireysel Sporlar	Masa Tenisi	Masa Tenis Raketi	15%	%1	%0.67	24
n11-3368	Bireysel & Takım Sporları	Bireysel Sporlar	Masa Tenisi	Masa Tenis Topu	15%	%1	%0.67	24
n11-3369	Bireysel & Takım Sporları	Bireysel Sporlar	Masa Tenisi	Masa Tenis Masası	15%	%1	%0.67	24
n11-3370	Bireysel & Takım Sporları	Bireysel Sporlar	Masa Tenisi	Aksesuarlar	15%	%1	%0.67	24
n11-3371	Bireysel & Takım Sporları	Bireysel Sporlar	Masa Tenisi	Masa Tenis Raket Tahtası & Lastiği	15%	%1	%0.67	24
